moonage daydream,"I'm an alligator, I'm a mama-papa coming for you. I'm the space invader, I'll be a rock 'n' rollin' bitch for you. Keep your mouth shut, you're squawking like a big monkey bird. And I'm busting up my brains for the words. Keep your 'lectric eye on me babe. Put your ray gun to my head. Press your space face close to mine, love. Freak out in a moonage daydream oh yeah!. Don't fake it baby, lay the real thing on me. The church of man, love, is such a holy place to be. Make me baby, make me know you really care. Make me jump into the air. Keep your 'lectric eye on me babe. Put your ray gun to my head. Press your space face close to mine, love. Freak out in a moonage daydream oh yeah!. Keep your 'lectric eye on me babe. Put your ray gun to my head. Press your space face close to mine, love. Freak out in a moonage daydream oh yeah!. Keep your 'lectric eye on me babe. Put your ray gun to my head. Press your space face close to mine, love. Freak out in a moonage daydream oh yeah!. Freak out, far out, in out"
under pressure,"Bah, bah, bah, bah, bah, bah, bah, bah. Bah, bah, bah, bah, bah, bah. Pressure, pushing down on me. Pressing down on you, no man ask for. Under pressure, that burns a building down. Splits a family in two. Puts people on streets. Bah, bah, bah, bah, bah, bah. Bah, bah, bah, bah, bah, bah. That's o-kay. It's the terror of knowing. What this world is about. Watching some good friends. Screaming `Let me out'. Pray tomorrow takes me higher. Pressure on people, people on streets. Doh doh doh bah bah bah bah. O-kay. Chipping around, kick my brains around the floor. These are the days it never rains but it pours. People on streets, people on streets. It's the terror of knowing. What this world is about,. Watching some good friends. Screaming `Let me out'. Pray tomorrow takes me higher. Pressure on people, people on streets. Turned away from it all, like a blind man. Sat on a fence but it don't work. Keep coming up with love. But it's so slashed and torn. Why why why?. Love love love love. Insanity laughs, under pressure we're cracking. Can't we give ourselves one more chance. Why can't we give love one more chance. Why can't we give love, give love, give love, give love, give love. Cause love's such an old fashioned word. And love dares you to care. For the people on the edge of the night. And love dares you to change our way of. Caring about ourselves. This is our last dance. This is ourselves. Under pressure. Under pressure. Pressure"
where are we now?,"Had to get the train. From Potsdamer Platz. You never knew that. That I could do that. Just walking the dead. Sitting in the Dschungel. On Nurnberger Strasse. A man lost in time. Near KaDeWe. Just walking the dead. Where are we now?. Where are we now?. The moment you know. You know, you know. Twenty thousand people. Cross Bösebrücke. Fingers are crossed. Just in case. Walking the dead. Where are we now?. Where are we now?. The moment you know. You know, you know. As long as there's sun. As long as there's sun. As long as there's rain. As long as there's rain. As long as there's fire. As long as there's fire. As long as there's me. As long as there's you"
rebel rebel,"Doo doo doo-doo doo doo doo doo. You've got your mother in a whirl. She's not sure if you're a boy or a girl. Hey babe, your hair's alright. Hey babe, let's go out tonight. You like me, and I like it all. We like dancing and we look divine. You love bands when they're playing hard. You want more and you want it fast. They put you down, they say I'm wrong. You tacky thing, you put them on. Rebel Rebel, you've torn your dress. Rebel Rebel, your face is a mess. Rebel Rebel, how could they know?. Hot tramp, I love you so!. Don't ya?. Doo doo doo-doo doo doo doo doo. You've got your mother in a whirl. cause she's not sure if you're a boy or a girl. Hey babe, your hair's alright. Hey babe, let's stay out tonight. You like me, and I like it all. We like dancing and we look divine. You love bands when they're playing hard. You want more and you want it fast. They put you down, they say I'm wrong. You tacky thing, you put them on. Rebel Rebel, you've torn your dress. Rebel Rebel, your face is a mess. Rebel Rebel, how could they know?. Hot tramp, I love you so!. Don't ya?. Oh?. Doo doo doo-doo doo doo doo doo (x2). Rebel Rebel, you've torn your dress. Rebel Rebel, your face is a mess. Rebel Rebel, how could they know?. Hot tramp, I love you so!. You've torn your dress, your face is a mess. You can't get enough, but enough ain't the test. You've got your transmission and your live wire. You got your cue line. and a handful of ludes. You wanna be there when they count up the dues. And I love your dress. You're a juvenile success. Because your face is a mess. So how could they know?. I said, how could they know?. So what you wanna know. Calamity's child, chi-chile, chi-chile. Where'd you wanna go?. What can I do for you?. Looks like you've been there too. 'Cause you've torn your dress. And your face is a mess. OO, your face is a mess. OO, oo, so how could they know?. Eh, eh, how could they know?. Eh, eh"
absolute beginners,I've nothing much to offer. There's nothing much to take. I'm an absolute beginner. And I'm absolutely sane. As long as we're together. The rest can go to hell. I absolutely love you. But we're absolute beginners. With eyes completely open. But nervous all the same. If our love song. Could fly over mountains. Could laugh at the ocean. Just like the films. There's no reason. To feel all the hard times. To lay down the hard lines. It's absolutely true. Nothing much could happen. Nothing we can't shake. Oh we're absolute beginners. With nothing much at stake. As long as you're still smiling. There's nothing more I need. I absolutely love you. But we're absolute beginners. But if my love is your love. We're certain to succeed. If our love song. Could fly over mountains. Sail over heartaches. Just like the films. There's no reason. To feel all the hard times. To lay down the hard lines. It's absolutely true.
ashes to ashes,"Do you remember a guy that's been. In such an early song. I heard a rumour from Ground Control. Oh no, don't say it's true. They got a message from the action man. ""I'm happy, hope you're happy too. I've loved all I needed to love"". Sordid details following. The shreiking of nothing is killing. Just pictures of Jap girls in synthesis and I. ain't got no money and I ain't got no hair. But I'm hoping to kick.... but the planet is growing. Ashes to Ashes, funk to funky. We know Major Tom's a junkie. Strung out on heaven's high. Hitting an all-time low. Time and again I tell myself. I'll stay clean tonight. But the little green wheels are following me. Oh no, not again. I'm stuck with a valuable friend. ""I'm happy, hope you're happy too"". One flash of light...but no smoking pistol. I've never done good things. I've never done bad things. I've never done anything out of the blue, woh-o-oh. Want an axe to break the ice. Want to come down right now. Ashes to Ashes, funk to funky. We know Major Tom's a junkie. Strung out on heaven's high. Hitting an all-time low. My mother said to get things done. You better not mess with Major Tom"
lazarus,"Look up here, I'm in heaven. I've got scars that can't be seen. I've got drama, can't be stolen. Everybody knows me now. Look up here, man, I'm in danger. I've got nothing left to lose. I'm so high it makes my brain whirl. Dropped my cell phone down below. Ain't that just like me?. By the time I got to New York. I was living like a king. Then I used up all my money. I was looking for your ass. This way or no way. You know, I'll be free. Just like that bluebird. Now ain't that just like me?. Oh I'll be free. Just like that bluebird. Oh I'll be free. Ain't that just like me?"
blackstar,"In the villa of Ormen, in the villa of Ormen. Stands a solitary candle, ah-ah, ah-ah. In the centre of it all, in the centre of it all. Your eyes. On the day of execution, on the day of execution. Only women kneel and smile, ah-ah, ah-ah. At the centre of it all, at the centre of it all. Your eyes, your eyes. Ah-ah-ah. Ah-ah-ah. In the villa of Ormen, in the villa of Ormen. Stands a solitary candle, ah-ah, ah-ah. In the centre of it all, in the centre of it all. Your eyes. Ah-ah-ah. Something happened on the day he died. Spirit rose a metre and stepped aside. Somebody else took his place, and bravely cried. (I'm a blackstar, I'm a blackstar). How many times does an angel fall?. How many people lie instead of talking tall?. He trod on sacred ground, he cried loud into the crowd. (I'm a blackstar, I'm a blackstar. I'm not a gangstar). I can't answer why (I'm a blackstar). Just go with me (I'm not a filmstar). I'm-a take you home (I'm a blackstar). Take your passport and shoes (I'm not a popstar). And your sedatives, boo (I'm a blackstar). You're a flash in the pan. (I'm not a marvel star). I'm the great I am (I'm a blackstar). I'm a blackstar, way up, on money, I've got game. I see right, so wide, so open-hearted pain. I want eagles in my daydreams, diamonds in my eyes. (I'm a blackstar, I'm a blackstar). Something happened on the day he died. Spirit rose a metre and stepped aside. Somebody else took his place, and bravely cried. (I'm a blackstar, I'm a star's star, I'm a blackstar). I can't answer why (I'm not a gangstar). But I can tell you how (I'm not a flam star). We were born upside-down (I'm a star's star). Born the wrong way 'round (I'm not a white star). (I'm a blackstar, I'm not a gangstar. I'm a blackstar, I'm a blackstar. I'm not a pornstar, I'm not a wandering star. I'm a blackstar, I'm a blackstar). In the villa of Ormen stands a solitary candle. Ah-ah, ah-ah. At the centre of it all, your eyes. On the day of execution, only women kneel and smile. Ah-ah, ah-ah. At the centre of it all, your eyes, your eyes. Ah-ah-ah"
magic dance,"You remind me of the babe.. (What babe?). The babe with the power.. (What power?). The Power of voodoo.. (who do?). You do?. (Do what?). Remind me of the babe.. I saw my baby, crying hard as babes could cry. What could I do?. My baby's love had gone. And left my baby blue. Nobody knew!. What kind of magic spell 'd'you use?. Slime and snails. Or puppy dog tails?. Thunder or lightning. Then baby said. Dance magic, dance (dance magic, dance). Dance magic, dance (dance magic, dance). Put that baby's spell on me. Jump magic, jump (jump magic, jump). Jump magic, jump (jump magic, jump). Put that magic jump on me. Slap that baby, make him free!. I saw my baby, trying hard as babes could try. What could I do?. My baby's fun had gone. And left my baby blue. Nobody knew. Dance magic, dance (dance magic, dance) (x4). Jump magic, jump (jump magic, jump) (x2). Put that baby's spell on me (ooh). You remind me of the babe. What babe?. The babe with the power.. (What power?). The power of voodoo.. (voodoo?). You do?. (Do what?). Remind me of the babe. Dance magic, dance, ooh ooh ooh. Dance magic, dance magic, ooh ooh ooh. Dance magic. What kind of magic spell 'd'you use?. Slime and snails. Or puppy dog tails. Thunder or lightning. Something frightening. Dance magic, dance. Dance magic, dance. Put that baby's spell on me. Jump magic, jump. Jump magic, jump. Put that magic jump on me. Slap that baby make him free. Dance magic, dance (dance magic, dance). Dance magic, dance (dance magic, dance). Dance magic, dance (dance magic, dance). Dance magic, dance (dance magic, dance). Jump magic, jump (jump magic, jump). Jump magic, jump. Put that magic jump on me. Slap that baby. Dance magic, dance (dance magic, dance). Dance magic, dance (dance magic, dance). Dance magic, dance. Slap that slap that baby make him free. Dance magic, dance (dance magic, dance) (repeat ad-lib)"
sound and vision,"Ahhh.... Ahhh.... Doo, doo, doo, do-doh. Doo, doo, doo, doo doo do-doh. Don't you wonder sometimes. About sound and vision. Blue, blue, electric blue. That's the colour of my room. Where I will live. Blue, blue. Pale blinds drawn all day. Nothing to do, nothing to say. Blue, blue. I will sit right down, waiting for the gift of sound and vision. And I will sing, waiting for the gift of sound and vision. Drifting into my solitude, over my head. Don't you wonder sometimes"
this is not america,"This is not America, sha la la la la. A little piece of you. The little peace in me. Will die [This is not a miracle]. For this is not America. Blossom fails to bloom. This season. Promise not to stare. Too long [This is not America]. For this is not the miracle. There was a time. A storm that blew so pure. For this could be the biggest sky. And I could have. The faintest idea. [For this is not America. sha la la la la. sha la la la la. sha la la la la. This is not america. No. This is not. sha la la la la]. Snowman melting. From the inside. Falcon spirals. To the ground [This could be the biggest sky]. So bloody red. Tomorrow's clouds. A little piece of you. The little piece in me. Will die [This could be a miracle]. For this is not America. There was a time. A wind that blew so young. For this could be the biggest sky. And I could have the faintest idea. [For this is not America. sha la la la la. sha la la la la. sha la la la la. This is not america. No. This is not. sha la la la. This is not america. No. This is not. This is not america. No. This is not. sha la la la]"
china girl,"I could escape this feeling with my China Girl. I feel a wreck without my little China Girl. I hear her heart beating loud as thunder. Saw these stars crashing. I'm a mess without my little China Girl. Wake up in the morning, where's my little China Girl. I hear her heart's beating loud as thunder. Saw these stars crashing down. I feel a-tragic like I'm Marlon Brando. When I look at my China Girl. I could pretend that nothing really meant too much. When I look at my China Girl. I stumble into town just like a sacred cow. Visions of swastikas in my head. Plans for everyone. It's in the white of my eyes. My little China Girl. You shouldn't mess with me. I'll ruin everything you are. You know;. I'll give you television. I'll give you eyes of blue. I'll give you men who want to rule the world. And when I get excited. My little China Girl says. Oh baby just you shut your mouth. She says ... sh-sh-shhh"
young americans,"They pulled in just behind the bridge. He lays her down, he frowns. ""gee my life's a funny thing. Am I still too young? "". He kissed her then and there. She took his ring, took his babies. It took him minutes, took her nowhere. Heaven knows, she'd have taken anything, but. All night. She wants the young american. Young american, young american. She wants the young american. All right. She wants the young american. Scanning life through the picture windows. She finds the slinky vagabond. He coughs as he passes her ford mustang, but. Heaven forbid, she'll take anything. But the freak, and his type, all for nothing. He misses a step and cuts his hand, but. Showing nothing, he swoops like a song. She cries ""; where have all papa's heroes gone? "". All night. She wants the young american. Young american, young american. She wants the young american. All right. She wants the young american. All the way from washington. Her bread-winner begs off the bathroom floor. ""we live for just these twenty years. Do we have to die for the fifty more? "". All night. He wants the young american. Young american, young american. He wants the young american. All right. He wants the young american. Do you remember, your president nixon?. Do you remember, the bills you have to pay. Or even yesterday?. Have you been an un-american?. Just you and your idol singing falsetto 'bout. Leather, leather everywhere, and. Not a myth left from the ghetto. Well, well, well, would you carry a razor. In case, just in case of depression. Sit on your hands on a bus of survivors. Blushing at all the afro-sheeners. Ain't that close to love?. Well, ain't that poster love?. Well, it ain't that barbie doll. Her heart's been broken just like you have. And. All night. You want the young american. Young american, young american. You want the young american. All right. You want the young american. You ain't a pimp and you ain't a hustler. A pimp's got a cadi and a lady's got a chrysler. Black's got respect, and white's got his soul train. Mama's got cramps, and look at your hands ache. I heard the news today, oh boy. I got a suite and you got defeat. Ain't there a man you can say no more?. And, ain't there a woman I can sock on the jaw?. And, ain't there a child I can hold without judging?. Ain't there a pen that will write before they die?. Ain't you proud that you've still got faces?. Ain't there one damn song that can make me. Break down and cry?. All night. I want the young american. Young american, young american. I want the young american. All right. I want the young american. Young american. Young american, young american. I want the young american. (I want with you, I want with you want). All right. (you want it, I want you you, you want I, I want you want). Young american, young american. I want the young american. (I want to want, to want, to want, to want I, I want you). All right. (lord I wanted the young american). (young american). Young american, young american. I want the young american"
neighborhood threat,"Down where your paint is cracking. Look down you backstairs buddy. Somebody's living there and. He don't really feel the weather. And he don't share your pleasures. No he don't share your pleasures. Look at his eyes. Did you see his crazy eyes. You're so surprised he don't run to catch your ash. Everybody always wants to kiss your trash. You can't help him. Nobody can. Now that he knows. There's nothing to get. Will you still place your bet. On the neighborhood threat. Somewhere a baby's bleeding. Somewhere a mother's needing. Outside a boy is lying. But mostly he is crying. And he just shouts in anger. You'll find him interesting. Look at his eyes. Did you see his crazy eyes. You're so surprised he doesn't build for you. Everybody always wants to run with you. Blue Jean. Blue Jean-I just met me a girl named Blue Jean. Blue Jean-she got a camouflaged face and no money. Remember they always let you down when you need 'em. Oh, Blue Jean-is heaven any sweeter than Blue Jean. She got a police bike. She got a turned up nose. Sometimes I feel like. (Oh, the whole human race). Jazzin' for Blue Jean. (Oh, and when my Blue Jean's blue). Blue Jean can send me. (Oh, somebody send me). Somebody send me. (Oh, somebody send me). One day I'm gonna write a poem in a letter. One day I'm gonna get that faculty together. Remember that everybody has to wait in line. Blue Jean-look out world you know I've got mine. She got Latin roots. She got everything. Tumble And Twirl. I've seen the city. I took the next flight. for Borneo. They say it's pretty. I like the tee shirts. in Borneo. Some wear Bob Marley. Others in Playboy. or Duvalier. Make the last plane come. Let me rise through the cloudy above. with a book on Borneo. Strangers come and go. It's such a waste of time. Problems far behind. Another day. But even in springtime. It's a rich slice of life. So send me a letter. I'll reply with a postcard. That dusky mulatto. In nylons and tattoos. Hot juice in coke bottles. We dance in the sand. Well, they twirl and they tumble. Yes, they twirl and they tumble. Well, I'll twirl and I'll tumble. I've been to Leon's. He's got nine daughters. And a stereo. They say that Leon. Watches from the tree tops. in Borneo. When the road is mud. Everything stops with a thud. That's the way it goes down yonder in Borneo. Far beneath his mansion. There's an open drain. Sending all the sewage down the hill. But when the general shows movies. No one hesitates. To sneak from the jungle. They laugh and they mumble. Enjoying the show. And that dusky mulatto. Hot juice in coke bottles. In Blue Jeans and tattoos. Well, they twirl and they tumble. Yes, they twirl and they tumble. Well, I'll twirl and I'll tumble. I like the free world. They say it's pretty. This time of year. They tumble and twirl. They tumble and twirl. I'll tumble and twirl. They twirl and they tumble. They twirl and they tumble. I like the free world. I like the free world. They say it's pretty. This time of year. This time of year. I Keep Forgettin'. I keep forgetting you don't love me no more. I keep forgetting you don't want me no more. I keep forgetting that you told me that you. Didn't want me around any more. But these stupid old feet. Just head for your street. Like they've done so many times before. And this stuborn old fist. On the end of my wrist. Keeps a knocking on your front door. I keep forgetting you don't love me no more. I keep forgetting you don't want me no more. I keep forgetting bout those heartbreaking nights. And those heartbreaking things. That you said. Though I know in my heart. We're drifting apart. I can't believe that our love is dead. Though it's plain as can be. That you're finished with me. I just can't get it through my head. Dancing With The Big Boys. Something's going on in society. (Dancing with the big boys). You chew your fingers and stare at the floor. (Dancing with the big boys). One wrong word and you're out of sync. Talking bout a hands on policy. (Big boys). Death to the trees. (Dancing with the big boys). They weren't bad, they weren't brave. Nothing is embarrassing. (Dancing with the big boys). There are too many people, too much belief. (Dancing with the big boys). Where there's trouble there's poetry. (Dancing with the big boys). Your family is a football team. (Big boys). This dot marks your location. (Dancing with the big boys). Loneliness in a free society. (Dancing with the big boys). (Big boys). This can be embarrassing. (Big boys). (Dancing with the big boys). (Big boys). (Big boys). Bonus Tracks. This Is Not America. This is not America, sha la la la la. A little piece of you. The little peace in me. Will die [This is not a miracle]. For this is not America. Blossom fails to bloom. This season. Promise not to stare. Too long [This is not America]. For this is not the miracle. There was a time. A storm that blew so pure. For this could be the biggest sky. And I could have. The faintest idea. [For this is not America, sha la la la la, sha la la la la, sha la la la la. This is not america, no, this is not, sha la la la la]. Snowman melting. From the inside. Falcon spirals. To the ground [This could be the biggest sky]. So bloody red. Tomorrow's clouds. A little piece of you. The little piece in me. Will die [This could be a miracle]. For this is not America. There was a time. A wind that blew so young. For this could be the biggest sky. And I could have the faintest idea. [For this is not America, sha la la la la, sha la la la la, sha la la la la. This is not america, no, this is not, sha la la la. This is not america, no, this is not. This is not america, no, this is not, sha la la la]. As The World Falls Down. There's such a sad love. Deep in your eyes, a kind of pale jewel. Open and closed within your eyes. I'll place the sky within your eyes. There's such a fooled heart. Beating so fast in search of new dreams. A love that will last within your heart. I'll place the moon within your heart. Chorus:. As the pain sweeps through. Makes no sense for you. Every thrill has gone. Wasn't too much fun at all. But I'll be there for you-oo-oo. As the world falls down. Falling. (As the world) Falling down. Falling in love. I'll paint you mornings of gold. I'll spin you Valentine evenings. Though we're strangers till now. We're choosing the path between the stars. I'll leave my love between the stars. (chorus). Falling. (As the world) Falling down. Falling. As the world falls down. Falling. Falling. Falling. Falling in love. As the world falls down. (down) Falling. Falling. Falling. Falling in love. As the world falls down. Falling. Falling. Falling. Makes no sense at all. Makes no sense to fall. Falling. As the world falls down. Falling. Falling. Falling in love. As the world falls down. (down) Falling. Falling. Falling in love. Falling in love (love). Falling in love. Falling in love. Falling in love. Absolute Beginners. I've nothing much to offer. There's nothing much to take. I'm an absolute beginner. And I'm absolutely sane. As long as we're together. The rest can go to hell. I absolutely love you. But we're absolute beginners. With eyes completely open. But nervous all the same. Chorus:. If our love song. Could fly over mountains. Could laugh at the ocean/sail over heartaches second time. Just like the films. There's no reason. To feel all the hard times. To lay down the hard lines. It's absolutely true. Nothing much could happen. Nothing we can't shake. Oh we're absolute beginners. With nothing much at stake. As long as you're still smiling. There's nothing more I need. I absolutely love you. But we're absolute beginners. But if my love is your love. We're certain to succeed"
